# age (months), height (cm)
50.50 103.65
211.50 175.90
105.50 131.86
206.50 175.53
24.00 86.45
146.50 152.64
114.50 136.33
186.50 162.29
71.50 114.42
148.50 151.50
126.50 141.04
200.50 162.83
143.50 148.79
39.50 97.17
99.50 129.22
129.50 142.60
230.50 176.67
84.50 121.76
238.50 176.83
175.50 161.44
204.50 162.92
91.50 125.40
179.50 169.74
233.50 176.73
125.50 140.54
58.50 108.08
31.50 91.05
66.50 111.49
90.50 125.13
50.50 102.17
202.50 162.88
182.50 162.04
120.50 138.82
85.50 122.30
97.50 128.61
100.50 129.67
112.50 135.48
180.50 170.14
54.50 104.46
141.50 147.79
225.50 176.53
66.50 112.43
155.50 155.76
217.50 176.23
235.50 176.77
239.50 163.34
65.50 111.89
89.50 124.39
108.50 133.13
88.50 124.10
197.50 174.49
183.50 162.11
171.50 160.94
78.50 118.45
75.50 116.74
38.50 95.37
201.50 175.02
110.50 134.62
37.50 95.91
192.50 162.57
221.50 176.40
184.50 162.18
68.50 113.51
194.50 162.64
29.50 89.58
84.50 122.03
190.50 173.18
203.50 175.24
134.50 145.42
143.50 150.89
92.50 126.14
43.50 98.21
72.50 115.66
189.50 162.44
86.50 123.07
172.50 166.42
122.50 139.64
163.50 161.00
102.50 130.56
212.50 163.07
59.50 107.37
185.50 162.23
165.50 162.29
94.50 126.87
76.50 117.80
176.50 168.43
76.50 117.31
71.50 115.12
55.50 105.04
112.50 134.80
106.50 132.29
101.50 130.53
77.50 118.33
49.50 103.08
60.50 109.18
204.50 175.34
44.50 100.19
61.50 108.54
127.50 141.66
103.50 131.46
231.50 163.28
33.50 92.40
80.50 119.57
215.50 176.13
202.50 175.13
25.50 86.29
233.50 163.30
181.50 170.52
226.50 176.56
167.50 160.30
137.50 145.91
113.50 135.22
63.50 109.72
130.50 142.89
126.50 141.26
52.50 104.77
47.50 101.94
207.50 162.99
219.50 163.17
189.50 172.95
171.50 165.88
237.50 163.32
160.50 158.66
95.50 127.35
140.50 149.07
205.50 162.95
93.50 126.64
184.50 171.55
40.50 97.79
117.50 137.59
162.50 160.35
96.50 128.12
166.50 160.11
45.50 100.78
57.50 106.20
119.50 138.41
33.50 93.36
160.50 159.03
238.50 163.33
92.50 125.90
135.50 146.02
214.50 176.08
230.50 163.28
56.50 106.99
24.00 84.98
226.50 163.24
191.50 162.53
73.50 116.20
108.50 133.73
236.50 163.32
154.50 156.56
95.50 127.63
53.50 103.89
86.50 122.83
150.50 152.66
36.50 94.21
116.50 136.48
59.50 108.63
41.50 98.40
72.50 115.01
209.50 163.02
51.50 104.21
56.50 105.62
147.50 150.93
229.50 163.27
47.50 100.47
78.50 118.87
198.50 174.63
120.50 138.21
177.50 168.89
41.50 97.08
169.50 164.74
153.50 154.50
131.50 143.31
101.50 130.11
96.50 127.83
25.50 87.65
150.50 154.76
159.50 158.36
201.50 162.85
191.50 173.40
151.50 153.26
118.50 138.00
118.50 137.33
77.50 117.88
106.50 132.84
123.50 139.58
124.50 140.45
186.50 172.16
26.50 88.42
60.50 107.96
179.50 161.82
52.50 103.31
121.50 139.23
114.50 135.63
228.50 163.26
65.50 110.90
125.50 140.85
124.50 140.06
166.50 162.92
234.50 163.30
62.50 109.13
161.50 158.94
39.50 95.95
172.50 161.08
152.50 155.70
139.50 148.46
137.50 147.23
46.50 99.90
163.50 159.46
138.50 146.37
30.50 90.33
35.50 93.63
136.50 145.46
181.50 161.97
49.50 101.60
131.50 143.69
79.50 119.01
210.50 175.84
98.50 129.10
24.50 85.40
198.50 162.77
44.50 98.78
231.50 176.69
37.50 94.80
38.50 96.55
211.50 163.06
216.50 163.13
128.50 142.07
156.50 157.34
110.50 133.97
240.00 163.34
234.50 176.75
162.50 159.21
195.50 162.68
93.50 126.39
196.50 174.33
111.50 135.05
82.50 120.68
48.50 101.03
29.50 90.63
169.50 160.64
102.50 131.00
135.50 145.02
27.50 89.18
97.50 128.29
148.50 153.73
214.50 163.10
183.50 171.23
140.50 147.31
64.50 111.35
165.50 159.91
199.50 174.77
34.50 94.01
236.50 176.79
142.50 148.29
105.50 132.38
228.50 176.62
109.50 133.55
73.50 115.59
34.50 93.03
190.50 162.49
170.50 165.31
149.50 154.25
175.50 167.96
45.50 99.34
27.50 88.00
32.50 91.74
67.50 112.08
152.50 153.87
177.50 161.64
115.50 136.05
134.50 144.58
188.50 162.39
216.50 176.19
107.50 133.29
99.50 129.58
208.50 163.00
98.50 128.76
28.50 88.81
173.50 161.21
235.50 163.31
158.50 157.72
36.50 95.27
79.50 119.40
194.50 173.99
119.50 137.77
218.50 163.16
64.50 110.31
199.50 162.80
51.50 102.74
87.50 123.35
154.50 155.13
229.50 176.64
210.50 163.04
57.50 107.53
232.50 176.71
104.50 131.93
208.50 175.69
123.50 140.04
